request_key,custom_id,role,study_id,profile_id,condition_id,outcome_id,replicate_id,requested_model,prompt_hash,schema_version,prompt_protocol_id,prompt_compiler_version,seed,status,required_fields,response_key_map,request_stage,consensus_interaction_protocol_id,consensus_stage_a_request_key,consensus_stage_a_prompt_hash,consensus_stage_a_schema_hash,consensus_feedback_hash
G|LP0292|Consensus|stage_a|replicate_1,G-164b72278f74ee2a521bb0d9c9a5f3915de430d7,G,target,LP0292,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,b447b24c88a57290cadd162a4cf9ec28f6414b19ccb029c64267d8f1ddfd4e28,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1007407737,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0292|Consensus|stage_a|replicate_1,b447b24c88a57290cadd162a4cf9ec28f6414b19ccb029c64267d8f1ddfd4e28,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0293|Consensus|stage_a|replicate_1,G-67f2cb2ce0059b36032d42db8e636f2a5168cdb6,G,target,LP0293,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,ef58668da70ddf521aeb1cf9502768e1cf505e9f357a0e4dfa04fcc89cb67cdb,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,803942801,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0293|Consensus|stage_a|replicate_1,ef58668da70ddf521aeb1cf9502768e1cf505e9f357a0e4dfa04fcc89cb67cdb,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0294|Consensus|stage_a|replicate_1,G-c6f7180bba6a007655a09ea93b39c782e205b450,G,target,LP0294,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,16ef202b78a33a2ee66daefc5f8a6ae08f7709116cc862444771fe590e1070b1,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1213739152,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0294|Consensus|stage_a|replicate_1,16ef202b78a33a2ee66daefc5f8a6ae08f7709116cc862444771fe590e1070b1,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0295|Consensus|stage_a|replicate_1,G-b4d77f739c219b77173f68d85d3216afaa25d57d,G,target,LP0295,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,15389b20b401f57f3dfa2229a848b7572c0c426327ef3f55491605611d9c4f2d,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,97557089,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0295|Consensus|stage_a|replicate_1,15389b20b401f57f3dfa2229a848b7572c0c426327ef3f55491605611d9c4f2d,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0296|Consensus|stage_a|replicate_1,G-25f9a7818f35ab0c5d5ead8ea67d91fc5741398b,G,target,LP0296,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,1a7b40180f6c1bfe668fe45bdfee3b2d126e6952516f5388da40554a56ac13aa,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1529412111,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0296|Consensus|stage_a|replicate_1,1a7b40180f6c1bfe668fe45bdfee3b2d126e6952516f5388da40554a56ac13aa,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0297|Consensus|stage_a|replicate_1,G-d278adb909817da45ec0bfbea17582c8aaf39bee,G,target,LP0297,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,317cbc7b7336a1244732d3a1c6171a47d2ea58a2e5870d8196d6b3312b237c91,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,779278617,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0297|Consensus|stage_a|replicate_1,317cbc7b7336a1244732d3a1c6171a47d2ea58a2e5870d8196d6b3312b237c91,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0298|Consensus|stage_a|replicate_1,G-710993097ba629f3a135c66c5842cabb660da085,G,target,LP0298,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,e6cecb831412302caa2cd11c6e69acf5af37cee32d0c2723aaf658e6e17b1913,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1572425735,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0298|Consensus|stage_a|replicate_1,e6cecb831412302caa2cd11c6e69acf5af37cee32d0c2723aaf658e6e17b1913,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0299|Consensus|stage_a|replicate_1,G-6ffb3f19f3696744652abb4039aee6c1f64455b8,G,target,LP0299,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,dd3d9892a2bfbd38b11a01e146385f9284dc23754721be4ec376dd995624819c,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1398793593,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0299|Consensus|stage_a|replicate_1,dd3d9892a2bfbd38b11a01e146385f9284dc23754721be4ec376dd995624819c,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0300|Consensus|stage_a|replicate_1,G-c4463482d0000da31ea01d868d798edc6a04d1a5,G,target,LP0300,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,31d911d1d1b44dc6e994338b7485847a53fc99c7eee2d4e873d6b3a77451fa34,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1485600427,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0300|Consensus|stage_a|replicate_1,31d911d1d1b44dc6e994338b7485847a53fc99c7eee2d4e873d6b3a77451fa34,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0301|Consensus|stage_a|replicate_1,G-70fd4edd48a6a781fc4e9c9d630b5ebfd7534ac8,G,target,LP0301,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,931b0e9cbbefa13cea3fdf98de6f8b80d7178226ab56881f5d3999f62be1bd55,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,715212093,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0301|Consensus|stage_a|replicate_1,931b0e9cbbefa13cea3fdf98de6f8b80d7178226ab56881f5d3999f62be1bd55,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0302|Consensus|stage_a|replicate_1,G-7b8ccf8923a4fdc535addfa21af4c22d2542aa41,G,target,LP0302,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,526d97795ae02b63ad3e958ac52920e9f193d1efff8c756be1adb71eafae4e87,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,448699609,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0302|Consensus|stage_a|replicate_1,526d97795ae02b63ad3e958ac52920e9f193d1efff8c756be1adb71eafae4e87,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0303|Consensus|stage_a|replicate_1,G-6db6b63e972692090b9f54a2306113613ae123bb,G,target,LP0303,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,28b9017616eaca1064c7aaae6ff73f01461678ecc78bc82df8f72421b61f9dac,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1922301575,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0303|Consensus|stage_a|replicate_1,28b9017616eaca1064c7aaae6ff73f01461678ecc78bc82df8f72421b61f9dac,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0304|Consensus|stage_a|replicate_1,G-8865985c63635b979546b791c18d71c6a0bca27d,G,target,LP0304,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,5ec6beaf9ff4663e4c1b27ebb797e2a1861434f2beb567e6f45feed385607814,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1949207633,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0304|Consensus|stage_a|replicate_1,5ec6beaf9ff4663e4c1b27ebb797e2a1861434f2beb567e6f45feed385607814,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0305|Consensus|stage_a|replicate_1,G-9ef756e311a11a1cfe16ff477833065badddf10e,G,target,LP0305,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,a5c1605ffd2cbca39b35367ed7c51ed3ec9aae389303447a71c320f2c420dc47,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1334822884,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0305|Consensus|stage_a|replicate_1,a5c1605ffd2cbca39b35367ed7c51ed3ec9aae389303447a71c320f2c420dc47,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0306|Consensus|stage_a|replicate_1,G-7a2ecd8574e749b113a43a66ec8a1ddff993a669,G,target,LP0306,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,1f1b2be0f23113ada7a2f2a866be5c8162841db433b388e4828232b0207b65ed,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1766122685,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0306|Consensus|stage_a|replicate_1,1f1b2be0f23113ada7a2f2a866be5c8162841db433b388e4828232b0207b65ed,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0307|Consensus|stage_a|replicate_1,G-ecad1c63873155b7c0e649b4a4146b58b910b79d,G,target,LP0307,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,10df49f72f12e48d32bbbc2c55fb1fb70aae86a4964fbd4c1d7794d798ef8ef1,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1619758721,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0307|Consensus|stage_a|replicate_1,10df49f72f12e48d32bbbc2c55fb1fb70aae86a4964fbd4c1d7794d798ef8ef1,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0308|Consensus|stage_a|replicate_1,G-365c49fe5c647cf7e7f34bd45e0b9cad71b8c364,G,target,LP0308,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,c13fe5eecfe54d9565364eacf9a4ab4cf0c2e5109074871e56783d6621a19d35,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1226641652,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0308|Consensus|stage_a|replicate_1,c13fe5eecfe54d9565364eacf9a4ab4cf0c2e5109074871e56783d6621a19d35,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0309|Consensus|stage_a|replicate_1,G-c6cda928ff489bec33a9d3da265286be4e9a7dfe,G,target,LP0309,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,352591e56451e8741f0a8e59d9de7c45aabcad82b940efbca160cbce43a16141,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,216264257,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0309|Consensus|stage_a|replicate_1,352591e56451e8741f0a8e59d9de7c45aabcad82b940efbca160cbce43a16141,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0310|Consensus|stage_a|replicate_1,G-657675d2baf30dd60c60af7cf3f42e569ff69442,G,target,LP0310,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,9461986e56631d6bcc8cecf2f1a73667910281af150f1955586eac86c2131507,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,98564477,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0310|Consensus|stage_a|replicate_1,9461986e56631d6bcc8cecf2f1a73667910281af150f1955586eac86c2131507,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0311|Consensus|stage_a|replicate_1,G-c1ff5ae479bb9822a803bc31c88d73152a918a51,G,target,LP0311,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,8b9d0e62ad7db4431d56e89e3c97f39eea1a8220379b74e272636bbac8de4eb7,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,2109361645,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0311|Consensus|stage_a|replicate_1,8b9d0e62ad7db4431d56e89e3c97f39eea1a8220379b74e272636bbac8de4eb7,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0312|Consensus|stage_a|replicate_1,G-1236b5717474e00aeda306ae313d4c64eda2b601,G,target,LP0312,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,6321d679c7d83c9464d95ee25b7280184f89a69de732dca61909f3019cd5997b,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,417483501,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0312|Consensus|stage_a|replicate_1,6321d679c7d83c9464d95ee25b7280184f89a69de732dca61909f3019cd5997b,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0313|Consensus|stage_a|replicate_1,G-a0a8b0352a0908f434d7440df3aa4058d4a1f921,G,target,LP0313,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,6e4b261f84fbf2f2d4c323eabcaec4f49575690997154b2747773143a775e11e,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1801087328,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0313|Consensus|stage_a|replicate_1,6e4b261f84fbf2f2d4c323eabcaec4f49575690997154b2747773143a775e11e,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0314|Consensus|stage_a|replicate_1,G-0eaa057494c4fdd757edf4d5af2c7de68ed18207,G,target,LP0314,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,cff5c1824d36c90bfd22e5333727ec111a3959dc4f691b99df46a328118b5e34,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,840501440,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0314|Consensus|stage_a|replicate_1,cff5c1824d36c90bfd22e5333727ec111a3959dc4f691b99df46a328118b5e34,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0315|Consensus|stage_a|replicate_1,G-2680805a49adff8faded8da1816987db58ef3eab,G,target,LP0315,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,40ed6090c77b3b14bf216e0f8afb7c5fd618cfc86f36d66a078dae7c6178b74b,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,380567620,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0315|Consensus|stage_a|replicate_1,40ed6090c77b3b14bf216e0f8afb7c5fd618cfc86f36d66a078dae7c6178b74b,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0316|Consensus|stage_a|replicate_1,G-66ff2ff10907435325055b9c3eb1a021c42d715f,G,target,LP0316,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,a0da274038f2c15dbd57db8188bcfc7193a572dc04499dc211e0f42fb6a35f06,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1459987254,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0316|Consensus|stage_a|replicate_1,a0da274038f2c15dbd57db8188bcfc7193a572dc04499dc211e0f42fb6a35f06,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0317|Consensus|stage_a|replicate_1,G-f7b369d478ba1c44a1d7ab9c19de09aade9211e3,G,target,LP0317,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,60b54621c7dfbabdc78f29fdd92d79e10a1872ec613e4546083f6ee1bc61360c,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1746989040,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0317|Consensus|stage_a|replicate_1,60b54621c7dfbabdc78f29fdd92d79e10a1872ec613e4546083f6ee1bc61360c,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0318|Consensus|stage_a|replicate_1,G-5bb52e1e8dd68103eb3bd863d0bd7d8e06178ef8,G,target,LP0318,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,1e02fbbcf0aa601cb46c7252869718a3474c77f02f12fc96588ba9a2c66196c9,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1161878849,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0318|Consensus|stage_a|replicate_1,1e02fbbcf0aa601cb46c7252869718a3474c77f02f12fc96588ba9a2c66196c9,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0319|Consensus|stage_a|replicate_1,G-73a1a9ff501ca96c0fb04deab521e2c8852b94fc,G,target,LP0319,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,bde5fb2008a99dde35d28374414237f10c30c6c58b413ebd4d0960f8c9e29ded,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,929037676,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0319|Consensus|stage_a|replicate_1,bde5fb2008a99dde35d28374414237f10c30c6c58b413ebd4d0960f8c9e29ded,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0320|Consensus|stage_a|replicate_1,G-0a8a9ad4535a6ee2980442c14bd8898b756a6ebb,G,target,LP0320,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,3ceac07789c4b374f474155ec0bb081a81eeb29fedb01e24fe16217bfcd83f41,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1752147082,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0320|Consensus|stage_a|replicate_1,3ceac07789c4b374f474155ec0bb081a81eeb29fedb01e24fe16217bfcd83f41,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0321|Consensus|stage_a|replicate_1,G-ce48ed922c1b5b1e5689dc5a4f1808293cd2e2a3,G,target,LP0321,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,6e7b4fb2154da35b972943ba1afa1338b68db679575bb1e436c4276092e004fb,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1219311173,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0321|Consensus|stage_a|replicate_1,6e7b4fb2154da35b972943ba1afa1338b68db679575bb1e436c4276092e004fb,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
