donor_key,request_key,custom_id,assigned_variant,assigned_filler,condition_id,outcome_id,requested_model,seed,prompt_hash,schema_version,prompt_protocol_id,prompt_compiler_version,engine_config_hash,response_format_instruction_version,study_id,request_stage,phase,intended_logical_identity,replacement_replicate_id
LP0252,G|LP0252|control|replicate_2|fmt_v2,G-546b3379c47d8190417a89b4b3d78666f129ec00,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1834215556,c74a734566da60bf81d74f0d47cd26f94e1493097509209a4f299ed19aae0498,80795f7420a1828775290d44b68771a715025c5acdc160e5378bc09d1b5cd531,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0252|control,2
LP0253,G|LP0253|control|replicate_2|fmt_v2,G-cb01b20d5d5bbcd8c17cd298b50a89bf66f6a21a,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1935614197,533d1522e3056b004878fa8c13e8e8c4ced935740f4a3e64e9f2044128019683,bcaa458f2e7f821091248e7ba1d70324b9f438036e522008260e589262a97ed5,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0253|control,2
LP0258,G|LP0258|control|replicate_2|fmt_v2,G-dee850c08d567e328e1bbabbe4764e8e2e19809a,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1260855222,97de3cc4eb949f8c3e89b8ce7272b64eeae8ed637a63128b67910a7edad8ee55,ca5ba5019769d63c6be2efe141140b4092d059cf462d087417dca39c03cca547,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0258|control,2
LP0260,G|LP0260|control|replicate_2|fmt_v2,G-5f9b8fafca960e32338385ca545cdc6c4b5721d4,3,dances,control,full_questionnaire,google/gemma-4-31B-it,164441491,af114d8e5f6cbfe0ffab9bba3a8256c08ae062bf3f70f538fe5ec8f1f03563a5,b92a25292afc48641f65e2448e0fa23113a9871580d50dd180b962287fe34a57,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0260|control,2
LP0261,G|LP0261|control|replicate_2|fmt_v2,G-d5d164e1f9763ec2dad39b53efb76370dbb56195,3,dances,control,full_questionnaire,google/gemma-4-31B-it,622397577,4b00a7a4ad05d7152fc81b2cb142366696a7771e8250eb724cfde348a39f5611,5f7d07b470b54a5cafb17164344fd857d32476ff684398def613e82b6b9c0584,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0261|control,2
LP0262,G|LP0262|control|replicate_2|fmt_v2,G-91a0c72a2e134e5c492cd8f362b5789643ee2faa,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1364516018,6dde8a6b5ce60ddadcfb1b3cad05e60ba750e908cb9f0a645a503ec64262aee2,11493604706794d63835530fa42668773c9769ba6a103753272c0e0a8193a9c0,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0262|control,2
LP0264,G|LP0264|control|replicate_2|fmt_v2,G-7e4cc1ce335121ad2a081b89abbe0150ff62d44e,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,803906891,528a514e21bd19d7d32917dc835518d049f3f7c4f3ab0fdc3a6f34a36a0e5729,8e7e715dd759c9180343ac172b647c46fa3af0d9e1e5a240759b1b37312271fd,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0264|control,2
LP0265,G|LP0265|control|replicate_2|fmt_v2,G-68444981ef1db87122ca0154f41c9434176694ab,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1067862902,e12cc910ca47c1d32e4e08abe27f2f8798ed12a55e4cadb4e9fbe3b859bcbc8d,5fa9c5d12339c91d87f96d73e480501ad1881eb93d99fe7510f5c83832881ff9,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0265|control,2
LP0266,G|LP0266|control|replicate_2|fmt_v2,G-9caaac76d4797d2077e4edd7b37bd2db31d6c830,3,dances,control,full_questionnaire,google/gemma-4-31B-it,231659024,3dd7e4fcab5de4fc0c8aadcd145e6c66775f7461f906014d411d06e294291bc1,19c3b5916bf557b6fa867f2b93d45322e95a195701995857c8a25831ac7660e5,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0266|control,2
LP0267,G|LP0267|control|replicate_2|fmt_v2,G-74be012824609e8cbad8edba85fc8b07e7946c1a,3,dances,control,full_questionnaire,google/gemma-4-31B-it,232562910,dffaa6bf37459b26ca9fb3b623817947ddf2e50a04d691dd39a74b373953ab16,853f096c4028ce32bde1cc3a3e5d063dfb2b094aaef91a731d8d49f02d9250c0,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0267|control,2
LP0268,G|LP0268|control|replicate_2|fmt_v2,G-e6305eed2e7f0034fbb863e87b07c637c3d77eb0,3,dances,control,full_questionnaire,google/gemma-4-31B-it,2061483537,11cc026ddd5d1ed28c7c73434a49dbfc60ec3d690ece05c83c633c6dc9f423c8,e2ee2a72a6087cb708bc62454b4554fd70a34d6862406aac6619a18ac01bdf3c,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0268|control,2
LP0269,G|LP0269|control|replicate_2|fmt_v2,G-1f0eb75c6eafea9cc542dbdbcd4976f2be4982f9,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,751655253,eb944b62a4b8a37b3a921835e5b83bd0963ca5d4b50b743166b343cae30eabf7,ab0fdf2f5a89282ad9bbbe710f0bce609804284bbc2b55b041f4bc61763c57e7,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0269|control,2
LP0270,G|LP0270|control|replicate_2|fmt_v2,G-7574aa50655529861fa0e9057593685e8ca310a6,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1346272808,d6749dd4f8a5d8672ded0bd265930a20ef2bdaac1336c382a4cef0abaf0f3059,df3cffc3387d2d032d676be1885201bdab5635202d3ecd7c397542171469c65d,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0270|control,2
LP0272,G|LP0272|control|replicate_2|fmt_v2,G-c9b32333585634c02fd287107c4946ef31a1c24a,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1807514409,ae5fa46e58ce82b0b59ad4a9bdf3b8f3ada29c259f1a0282acde8c1373558374,9965dbbd78907789b090a31a64821edc5afb4e49243f6dc0e4ad9272a342ff5d,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0272|control,2
LP0273,G|LP0273|control|replicate_2|fmt_v2,G-d14d985dfe452222d67aaf1af6342436b7657d02,3,dances,control,full_questionnaire,google/gemma-4-31B-it,551572193,81640cb0dcab9b246a2e51222791a9c62319bb238a0227f22715ee9a6bb202ae,92393616fac92230575e038f1e8863de5fcb8e7fdda3d65bf3e9d10bf5cc9f4c,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0273|control,2
LP0274,G|LP0274|control|replicate_2|fmt_v2,G-b8f9bbf9f85b488705b6f5d2508ec49c07ac6efb,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1783545981,2f1d9eb6c5006c9b8ded3b32ba4d8e1aaa20f948994d03a0a7bcdff13d806c44,38100cc560603e43ed744254d8c1715e1a1d5a6fa5e1c8a010014062402c5b35,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0274|control,2
LP0275,G|LP0275|control|replicate_2|fmt_v2,G-9f01dda637e0848299413c66a7157e42ac85e10c,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1977892816,e93245f90d7248a7ec20446f614560ec59c021b0d6f3368ef24a3cdc8b52e378,2f283341263ece8bdda396bb0a7b492edf60ad6c271ad09efba29b9d8231244d,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0275|control,2
LP0276,G|LP0276|control|replicate_2|fmt_v2,G-5acac5523bec8083a968d9aec2d96a4735d5d7d7,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1904347944,cbe047d5192ab27502b08f5df7adf32f30e5e62cce7c604f7a9fe5bfa3b30c39,599a09c94f6e6e7dd38e95c8afce7299b552c3d90041fc7deee312261c093509,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0276|control,2
LP0278,G|LP0278|control|replicate_2|fmt_v2,G-3ce9aa1a44fdd0c9b3d1777ddaf0ab5d476f06a2,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1053893886,8cc488996f4cbccc07f3d7a08366fee6ea7b5e60771a022bf70b72e709ee523b,13f44cafbbb9216818e250c7abce4f36ba49a81c22772f0ee3ecd2cbc144eb30,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0278|control,2
LP0282,G|LP0282|control|replicate_2|fmt_v2,G-88b555424696ee9ccca16849834af7459f32f710,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1476499746,31442963d19853260deeb1ac3773e715edb642b688c40ad72dcf803d5652bc28,8938cf956915dc78f47154621782b86462e158373a08bfd4a31111fdb06e1d72,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0282|control,2
LP0283,G|LP0283|control|replicate_2|fmt_v2,G-f4284f95609fb8a722d9bd31edfa123c33739c55,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1223710677,d2b48abb27e1618daa477fcec102ae80b361ec2c234f197c152d78440ed0c181,1865ae993842eefc40d2c638ffcab1acd8a78c49899c0aa8962976d67f81d174,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0283|control,2
LP0286,G|LP0286|control|replicate_2|fmt_v2,G-e33161fee5e806b521f2258ac2ff38e265172720,3,dances,control,full_questionnaire,google/gemma-4-31B-it,743099062,30d4bdd38d5ee2429b5ab9cdef13a3f877cee9d337eb42090e129ca73405a197,ab0fdf2f5a89282ad9bbbe710f0bce609804284bbc2b55b041f4bc61763c57e7,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0286|control,2
LP0287,G|LP0287|control|replicate_2|fmt_v2,G-e589b57cc404296467c980f5c4682a470f854313,3,dances,control,full_questionnaire,google/gemma-4-31B-it,253203553,85ae13d1476b6be3e154dd574dde2b2c6a96d2fd71a3c445948a32717f7000eb,9c6bac8195a40be87e164a13bf1c975850421481d9cae33e8c028c3a60027ce1,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0287|control,2
LP0291,G|LP0291|control|replicate_2|fmt_v2,G-3efaa527219cbf815faa7e156eca87c4e30bd666,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,529664464,73e2163013ab3bf4de035997cd73687d9d469ebfc128ccaa17f84eba4106a997,0dbe0028b8b567069f50a339d038e32ebe03239ce5b220686ba319356ec5b996,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0291|control,2
LP0292,G|LP0292|control|replicate_2|fmt_v2,G-e38732cc6c1663619f5dcaa380cb72762d9e131f,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,858048765,e1e908f301345920e617768238e99bc937f4e081e5cdf134e226067ac2f1bee3,ca5ba5019769d63c6be2efe141140b4092d059cf462d087417dca39c03cca547,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0292|control,2
LP0293,G|LP0293|control|replicate_2|fmt_v2,G-8158a5ba72cf29f324f461c529f05d938d1dab98,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1971352937,47eb2c8425b777349f7ee3c44843e8fe32808a245aa66293d1cdfa343a3fc38b,5d30f16e2951aefaf7b1c06bab9f4dd3c4057df2aeefd34598c692d72f306507,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0293|control,2
LP0294,G|LP0294|control|replicate_2|fmt_v2,G-6bfef22b63dd03e4f78ee533bbb85c401fadb278,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1004202044,5c9f7d343a26dc072094bb587f5a344038c69f03f5aeee576281711a36f501ca,1a631b6cd16d8975372cd1261dc7164c316f5ea3fab02fd30cf46916390b4e17,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0294|control,2
LP0295,G|LP0295|control|replicate_2|fmt_v2,G-003ce39b2fa3cbcc5929c1caaaab6bc568db0de3,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,807244546,33e42caee209907c2d146a847fa2c3f0a64bd8f2b93dabc1a16ded940aea151c,173ecccd0aeff9962c089cb3cf359fcbd1de1130be32d8d588600bc1195636c0,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0295|control,2
LP0298,G|LP0298|control|replicate_2|fmt_v2,G-341d3c68f68690637169ea2ba1ead4451eabeacf,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1589709109,246a4522941defc8b7730f2111b0db3ee945c3b54fba7979aa7046ea24d7dc07,f00262b7a5392a5e50e5e2da8f63fc31bff82f766b1d063674f96d3355c10ae8,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0298|control,2
LP0301,G|LP0301|control|replicate_2|fmt_v2,G-2679c78cc0f9ec224a4769a5cc26c5ffc338a305,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,233667388,65c44213f99cb6b0a34674c7d7e2316dd156f2b830636db53ec9d82583d49ed3,b92a25292afc48641f65e2448e0fa23113a9871580d50dd180b962287fe34a57,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0301|control,2
LP0302,G|LP0302|control|replicate_2|fmt_v2,G-48dc4c0d262c58dc40eed30e22077d92a16a3099,3,dances,control,full_questionnaire,google/gemma-4-31B-it,937750775,fed7a797e2564b8a17e2e383a40a1cc25c7081082892da32b22b03a2df80c248,ba628fff9d615d282866977122010efd6fa93fab5aaa45475b908a23302e7147,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0302|control,2
LP0303,G|LP0303|control|replicate_2|fmt_v2,G-c21980e7b84ae999eaadb9f4819641da27a1f4a3,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1014885227,e3d61ca54d6f78aff19a30e18c061ab92a58163cae3b74285146f8e6bdb76ad5,3c03b6e0301a9a47903719bb9b3bb5f7327971e347c5633f79fe054ee8c320fe,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0303|control,2
LP0305,G|LP0305|control|replicate_2|fmt_v2,G-02cdb7b9f9d92da15abb8e8df0854a0a18fa87ba,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,2138348820,92a5c5a704dc0e8005f9dd1fd1c1782e8f50fd7444a8ca3f4db6604bf140170c,a9a17d71ff912bda5de0b51aa01d4899976866e2b7576a3599597ddb74247476,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0305|control,2
LP0306,G|LP0306|control|replicate_2|fmt_v2,G-8e41f04fd353fdd5e0d5046c05e5a69beb9e6d13,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1876418166,f72d727415282ec3e6561deec0fabda4425fc7850634313632d744f6744c731c,3304ff7c132e8a83b1a8f34f0416065b7d23b685df0d4b4ea3fbbe793a93b8a4,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0306|control,2
LP0307,G|LP0307|control|replicate_2|fmt_v2,G-bad972d4c4de0bc0ddda9430b69aeee3f8d38a84,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,982577516,ba046b44a0c1572a6b995ef32944cbf920f35f0e10a6ce96073973e1d97e9bef,1e41c27a019e4e9312440ca295da27f2e1b6fe91483bc3a93110d993824f2569,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0307|control,2
LP0311,G|LP0311|control|replicate_2|fmt_v2,G-ccd3e38dacce5443c0bda049c49442adc175845c,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1182145377,369ca660b00435558bd743da80c7d9b8b91b073e54a39392e1fcba337466ccee,2476bbc7dc10dc5a04ca7990c929a6fdf7d44ffc9923ad98f84bdbe443344c9d,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0311|control,2
LP0312,G|LP0312|control|replicate_2|fmt_v2,G-35da4e72b7c750d59b54964a6dabf342617176be,3,dances,control,full_questionnaire,google/gemma-4-31B-it,595324347,72de362e3d13020ecad2bc5aa5987077d31a8b62fafc787faacf5815b57917fe,697fd85785c5e554aaf10ce389f1bf1c3a0266f29d585ed8df343c15e2402f51,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0312|control,2
LP0314,G|LP0314|control|replicate_2|fmt_v2,G-abdf72cf4270da3ff0f2cc4f6a6d788a78289688,3,dances,control,full_questionnaire,google/gemma-4-31B-it,439336928,9e64429b39edd1e297b67cacbcdc8fd915acbfa3f68ffdf3157492a996795763,4a8ccc2f7e458cc0e1100c7470299f3d0c02e4c01833b8a586127861fb98f104,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0314|control,2
LP0315,G|LP0315|control|replicate_2|fmt_v2,G-bbb8f1432175c4d90e6575bfa1ed3325d774bd43,3,dances,control,full_questionnaire,google/gemma-4-31B-it,417834850,519f921e24df41c6d62fb3f3be739708d31c8b4adc664e7f602b65784255ee76,6feadfccbbc4808c590f125a0262bff0e199d2611fb3f19e5bb6ab8e73c1c1f9,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0315|control,2
LP0316,G|LP0316|control|replicate_2|fmt_v2,G-837955aa3b95b61e9512496a9c5fc3609355c48d,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1116234100,dd498a045ca2a8b9c849763cbc8541b5e70578e9a19911a3e063fe8cbf9f40b7,ea5aa1cf66f50e858371f1aefbd6f8b8d1aa724540cfc3e764acad649862c452,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0316|control,2
LP0317,G|LP0317|control|replicate_2|fmt_v2,G-b5a66ca1c8d04b2498cfc021019d8a5f75bfb59d,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,874325098,e9a4d7de3b8d2641976c9ff2271bb5c3f4811b32b1899416f999e60ab507acf3,06dacff0aa08906ba0f9d1ef4b1fdfe13303366770b5330b94ec6687a7a2a0fc,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0317|control,2
LP0318,G|LP0318|control|replicate_2|fmt_v2,G-3e903c9f44bc5e6318f82962d58bd40cc48c2930,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1104992162,c030d105d2a3601e4d9cb6f3c93d401b61b2a099bf159e945c2b3654bef4229b,ee34808d203fa52ccf8760cb4f2c3398d5c9ee08eb5a52c0be817df6364948c4,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0318|control,2
LP0319,G|LP0319|control|replicate_2|fmt_v2,G-cdb7e34ed57e1d0cf67fb43ebeb3bb9b782951ec,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,1894638508,c6fb7dcf9433168c69d32621bacdc987f237519ad4d4f6b830cf986bd80d6e7d,1a631b6cd16d8975372cd1261dc7164c316f5ea3fab02fd30cf46916390b4e17,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0319|control,2
LP0320,G|LP0320|control|replicate_2|fmt_v2,G-c564be7906f450f36165a0d9e79324e39b3062a2,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,297651688,caf6cd4818af98b9ff9a4a3aaf7fb85f0a9771cdc41b484f96048e8387ab94f3,ca5ba5019769d63c6be2efe141140b4092d059cf462d087417dca39c03cca547,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0320|control,2
LP0321,G|LP0321|control|replicate_2|fmt_v2,G-3ec4c0d918d4f7ca7f2b7e8fe1fa3fd7e5ed232b,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,375290237,26322510bb4e6a57fbc87edbc5c9321910617990b5c8ad087bac5e7badfc0a64,4897a092734760fc83a0be70e50db9713cea4753e675bfbad82b50c37393f728,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0321|control,2
LP0322,G|LP0322|control|replicate_2|fmt_v2,G-b7b8459c028a667c1b6b88f814096ebc814ecfb8,3,dances,control,full_questionnaire,google/gemma-4-31B-it,1912271286,5156aeb3ae9c85f6f70e7d85b8f803da55c8e3ef6999e63c2bb78887787e6bfa,599a09c94f6e6e7dd38e95c8afce7299b552c3d90041fc7deee312261c093509,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0322|control,2
LP0324,G|LP0324|control|replicate_2|fmt_v2,G-eaa5fa564f30392a4986d66623248a0bcd60cc17,2,baseball,control,full_questionnaire,google/gemma-4-31B-it,612117978,7b571b8c1af8b2d2e6c552ce823a5139fcaf8e23fbf3eb21d4e1da12d55d2638,697fd85785c5e554aaf10ce389f1bf1c3a0266f29d585ed8df343c15e2402f51,krsteski_demo_survey_adapted_v1,prompt_compiler_v2_split_g_f,c444a6eac0c7b6cd317bc71d70e09e8e9d8b0a57308ceb8b4c11921129cc5ae1,v2,target,standard,standard_g_control_repair_v2,G|LP0324|control,2
